# TODO: this is ps -ef output on your k40
# TODO: interpret what's going on

UID             PID   PPID C STIME TTY          TIME CMD
root            534      2 0 22:41:38 ?     00:00:00 [ext4-rsv-conver]
root            535      2 0 22:41:38 ?     00:00:00 [kdmflush]
root            536      2 0 22:41:38 ?     00:00:00 [kverityd]
root            537      2 0 22:41:38 ?     00:00:00 [ext4-rsv-conver]
root            538      2 0 22:41:38 ?     00:00:00 [kdmflush]
root            539      2 0 22:41:38 ?     00:00:00 [kverityd]
root            540      2 0 22:41:38 ?     00:00:00 [ext4-rsv-conver]
root            541      2 0 22:41:38 ?     00:00:00 [kdmflush]
root            542      2 0 22:41:38 ?     00:00:00 [kverityd]
root            543      2 0 22:41:38 ?     00:00:00 [ext4-rsv-conver]
root            547      1 0 22:41:38 ?     00:00:00 init subcontext u:r:vendor_init:s0 16
root            549      1 0 22:41:38 ?     00:00:02 ueventd
root            551      2 0 22:41:39 ?     00:00:00 [kworker/2:3-events]
root            560      2 0 22:41:39 ?     00:00:00 [loop0]
root            561      2 0 22:41:39 ?     00:00:00 [ext4-rsv-conver]
root            562      2 0 22:41:39 ?     00:00:00 [loop1]
root            563      2 0 22:41:39 ?     00:00:00 [ext4-rsv-conver]
root            564      2 0 22:41:39 ?     00:00:00 [loop2]
root            565      2 0 22:41:39 ?     00:00:00 [ext4-rsv-conver]
root            566      2 0 22:41:39 ?     00:00:00 [loop3]
root            568      2 0 22:41:39 ?     00:00:00 [kworker/1:4-events]
root            570      2 0 22:41:39 ?     00:00:00 [ext4-rsv-conver]
root            571      2 0 22:41:39 ?     00:00:00 [loop4]
root            572      2 0 22:41:39 ?     00:00:00 [ext4-rsv-conver]
root            573      2 0 22:41:39 ?     00:00:00 [loop5]
root            574      2 0 22:41:39 ?     00:00:00 [ext4-rsv-conver]
root            579      2 0 22:41:39 ?     00:00:00 [kworker/3:2-events]
root            580      2 0 22:41:39 ?     00:00:00 [apr_driver]
root            582      2 0 22:41:39 ?     00:00:00 [irq/521-cs35l41]
root            583      2 0 22:41:39 ?     00:00:00 [irq/522-cs35l41]
logd            594      1 0 22:41:40 ?     00:00:03 logd
lmkd            595      1 0 22:41:40 ?     00:00:02 lmkd
system          596      1 0 22:41:40 ?     00:00:01 servicemanager
system          597      1 0 22:41:40 ?     00:00:00 hwservicemanager
system          598      1 0 22:41:40 ?     00:00:00 vndservicemanager /dev/vndbinder
system          607      1 0 22:41:40 ?     00:00:01 android.hardware.keymaster@4.0-service-qti
system          609      1 0 22:41:40 ?     00:00:00 qseecomd
system          610      1 0 22:41:40 ?     00:00:00 vendor.qti.hardware.qseecom@1.0-service
root            631      2 0 22:41:40 ?     00:00:00 [psimon]
root            639      1 0 22:41:40 ?     00:00:00 vold --blkid_context=u:r:blkid:s0 --blkid_untrusted_context=u:r:blkid_untrusted:s0 --fsck_context=u:r:fsck:s0 --fsck_untrusted_context=u:r:fsck_untrusted:s0
root            652      2 0 22:41:40 ?     00:00:00 [jbd2/sda22-8]
root            653      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            655      2 0 22:41:40 ?     00:00:00 [jbd2/sde10-8]
root            656      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            657      2 0 22:41:40 ?     00:00:00 [jbd2/sda34-8]
root            658      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            659      1 0 22:41:40 ?     00:00:00 mqsasd daemon
root            660      2 0 22:41:40 ?     00:00:00 [jbd2/sda29-8]
root            661      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
system          670      1 0 22:41:40 ?     00:00:00 android.system.suspend@1.0-service
system          671      1 0 22:41:40 ?     00:00:00 android.hardware.atrace@1.0-service
root            677      1 0 22:41:40 ?     00:00:00 android.hardware.boot@1.1-service
system          679      1 0 22:41:40 ?     00:00:00 android.hardware.gatekeeper@1.0-service-qti
system          681      1 0 22:41:40 ?     00:00:00 sscrpcd sensorspd
root            684      2 0 22:41:40 ?     00:00:00 [ipa_interrupt_w]
root            685      2 0 22:41:40 ?     00:00:00 [ipawq36]
root            686      2 0 22:41:40 ?     00:00:00 [iparepwq36]
root            687      2 0 22:41:40 ?     00:00:00 [ipataskletwq36]
root            688      2 0 22:41:40 ?     00:00:00 [ipawq33]
root            690      2 0 22:41:40 ?     00:00:00 [iparepwq33]
root            691      2 0 22:41:40 ?     00:00:00 [ipataskletwq33]
root            692      2 0 22:41:40 ?     00:00:00 [ipawq32]
root            693      2 0 22:41:40 ?     00:00:00 [iparepwq32]
root            694      2 0 22:41:40 ?     00:00:00 [ipataskletwq32]
root            695      2 0 22:41:40 ?     00:00:00 [clnt_req]
root            699      2 0 22:41:40 ?     00:00:00 [kdmflush]
root            704      2 0 22:41:40 ?     00:00:00 [f2fs_ckpt-252:1]
root            705      2 0 22:41:40 ?     00:00:00 [f2fs_flush-252:]
root            706      2 0 22:41:40 ?     00:00:00 [f2fs_discard-25]
root            707      2 0 22:41:40 ?     00:00:00 [f2fs_gc-252:10]
system          708      1 0 22:41:40 ?     00:00:00 keymasterd
root            720      2 0 22:41:40 ?     00:00:00 [loop6]
root            721      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            722      2 0 22:41:40 ?     00:00:00 [loop7]
root            723      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            724      2 0 22:41:40 ?     00:00:00 [loop8]
root            725      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            726      2 0 22:41:40 ?     00:00:00 [loop9]
root            727      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            728      2 0 22:41:40 ?     00:00:00 [loop10]
root            729      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            730      2 0 22:41:40 ?     00:00:00 [loop11]
root            731      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            732      2 0 22:41:40 ?     00:00:00 [loop12]
root            733      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            734      2 0 22:41:40 ?     00:00:00 [loop13]
root            735      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            736      2 0 22:41:40 ?     00:00:00 [loop14]
root            737      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            738      2 0 22:41:40 ?     00:00:00 [loop15]
root            739      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            740      2 0 22:41:40 ?     00:00:00 [loop16]
root            741      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            742      2 0 22:41:40 ?     00:00:00 [loop17]
root            743      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            744      2 0 22:41:40 ?     00:00:00 [loop18]
root            745      2 0 22:41:40 ?     00:00:00 [ext4-rsv-conver]
root            746      2 0 22:41:40 ?     00:00:00 [loop19]
root            747      2 0 22:41:41 ?     00:00:00 [ext4-rsv-conver]
root            748      2 0 22:41:41 ?     00:00:00 [loop20]
root            749      2 0 22:41:41 ?     00:00:00 [ext4-rsv-conver]
root            750      2 0 22:41:41 ?     00:00:00 [loop21]
root            751      2 0 22:41:41 ?     00:00:00 [ext4-rsv-conver]
root            752      2 0 22:41:41 ?     00:00:00 [loop22]
root            753      2 0 22:41:41 ?     00:00:00 [ext4-rsv-conver]
root            754      2 0 22:41:41 ?     00:00:00 [loop23]
root            755      2 0 22:41:41 ?     00:00:00 [ext4-rsv-conver]
root            756      2 0 22:41:41 ?     00:00:00 [loop24]
root            757      2 0 22:41:41 ?     00:00:00 [ext4-rsv-conver]
root            758      2 0 22:41:41 ?     00:00:00 [loop25]
root            759      2 0 22:41:41 ?     00:00:00 [ext4-rsv-conver]
tombstoned      773      1 0 22:41:41 ?     00:00:00 tombstoned
system          774      1 0 22:41:41 ?     00:00:00 time_daemon
statsd          781      1 0 22:41:41 ?     00:00:00 statsd
root            782      1 0 22:41:41 ?     00:00:00 netd
root            783      1 0 22:41:41 ?     00:00:02 zygote64
root            784      1 0 22:41:41 ?     00:00:01 zygote
root            807      2 0 22:41:41 ?     00:00:00 [kworker/u17:12-kgsl-events]
root            830      2 0 22:41:41 ?     00:00:00 [glink_cdsp]
root            831      2 0 22:41:41 ?     00:00:00 [qrtr_rx]
root            832      2 0 22:41:41 ?     00:00:00 [kworker/0:3-events]
root            833      2 0 22:41:41 ?     00:00:00 [kworker/5:5-events]
root            863      2 0 22:41:41 ?     00:00:00 [glink_adsp]
root            866      2 0 22:41:41 ?     00:00:00 [qrtr_rx]
root            867      2 0 22:41:41 ?     00:00:00 [glink_npu]
root            870      2 0 22:41:41 ?     00:00:00 [qrtr_rx]
root            879      2 0 22:41:41 ?     00:00:00 [loop26]
audioserver     896      1 0 22:41:41 ?     00:00:03 android.hardware.audio.service
system          897      1 0 22:41:41 ?     00:00:00 android.hidl.allocator@1.0-service
root            898      2 0 22:41:41 ?     00:00:00 [kworker/u17:17-hal_register_write_wq]
system          899      1 0 22:41:41 ?     00:00:00 qccsyshalservice
bluetooth       905      1 0 22:41:41 ?     00:00:00 android.hardware.bluetooth@1.0-service-qti
cameraserver    908      1 0 22:41:41 ?     00:00:02 android.hardware.camera.provider@2.4-service_64
media           910      1 0 22:41:41 ?     00:00:00 android.hardware.cas@1.2-service
media           911      1 0 22:41:41 ?     00:00:00 android.hardware.drm@1.3-service.clearkey
media           914      1 0 22:41:41 ?     00:00:00 android.hardware.drm@1.3-service.widevine
system          916      1 0 22:41:41 ?     00:00:00 android.hardware.dumpstate@1.1-service.xiaomi
gps             919      1 0 22:41:41 ?     00:00:00 android.hardware.gnss@2.1-service-qti
system          921      1 0 22:41:41 ?     00:00:01 android.hardware.health@2.1-service
system          922      1 0 22:41:41 ?     00:00:00 android.hardware.ir@1.0-service
system          923      1 0 22:41:41 ?     00:00:00 android.hardware.lights-service.qti
system          925      1 0 22:41:41 ?     00:00:00 android.hardware.memtrack@1.0-service
system          926      1 0 22:41:41 ?     00:00:00 android.hardware.neuralnetworks@1.3-service-qti
system          927      1 0 22:41:41 ?     00:00:00 android.hardware.power-service
system          928      1 0 22:41:41 ?     00:00:00 android.hardware.sensors@1.0-service
root            929      1 0 22:41:41 ?     00:00:00 android.hardware.thermal@2.0-service.qti
root            931      1 0 22:41:41 ?     00:00:01 android.hardware.usb@1.2-service-qti
wifi            933      1 0 22:41:41 ?     00:00:00 android.hardware.wifi@1.0-service
system          934      1 0 22:41:41 ?     00:00:00 vendor.display.color@1.0-service
media           936      1 0 22:41:41 ?     00:00:00 vendor.dolby.hardware.dms@2.0-service
nfc             939      1 0 22:41:41 ?     00:00:00 vendor.nxp.hardware.nfc@2.0-service
system          941      1 0 22:41:41 ?     00:00:00 vendor.qti.esepowermanager@1.1-service
system          942      1 0 22:41:41 ?     00:00:00 vendor.qti.hardware.alarm@1.0-service
system          943      1 0 22:41:41 ?     00:00:00 vendor.qti.hardware.capabilityconfigstore@1.0-service
system          944      1 0 22:41:41 ?     00:00:00 vendor.qti.hardware.display.allocator-service
system          945      1 0 22:41:41 ?     00:00:02 vendor.qti.hardware.display.composer-service
system          946      1 0 22:41:41 ?     00:00:00 dspservice
root            947      1 0 22:41:41 ?     00:00:00 vendor.qti.hardware.iop@2.0-service
root            948      1 0 22:41:41 ?     00:00:01 vendor.qti.hardware.perf@2.2-service
system          949      1 0 22:41:41 ?     00:00:00 vendor.qti.hardware.qccvndhal@1.0-service
system          950      1 0 22:41:41 ?     00:00:00 vendor.qti.hardware.qteeconnector@1.0-service
system          951      1 0 22:41:41 ?     00:00:00 vendor.qti.hardware.sensorscalibrate@1.0-service
system          952      1 0 22:41:41 ?     00:00:00 vendor.qti.hardware.servicetracker@1.2-service
system          953      1 0 22:41:41 ?     00:00:00 vendor.qti.hardware.soter@1.0-service
system          954      1 0 22:41:41 ?     00:00:00 vendor.qti.hardware.trustedui@1.0-service-qti
system          955      1 0 22:41:41 ?     00:00:00 vendor.qti.hardware.tui_comm@1.0-service-qti
system          956      1 0 22:41:41 ?     00:00:00 vendor.qti.hardware.vibrator.service
mediacodec      957      1 0 22:41:41 ?     00:00:00 media.hwcodec /vendor.qti.media.c2@1.0-service
system          958      1 0 22:41:41 ?     00:00:00 vendor.qti.qspmhal@1.0-service
system          959      1 0 22:41:41 ?     00:00:00 vendor.qti.secure_element@1.2-service
system          960      1 0 22:41:41 ?     00:00:00 vendor.qti.sla.service@1.0-service
system          961      1 0 22:41:41 ?     00:00:00 vendor.rongcard.hardware.eid@1.0-service
system          962      1 0 22:41:41 ?     00:00:00 vendor.xiaomi.hardware.citvendorservice@1.0-service
system          963      1 0 22:41:41 ?     00:00:00 vendor.xiaomi.hardware.displayfeature@1.0-service
system          964      1 0 22:41:41 ?     00:00:00 fidoca
system          965      1 0 22:41:41 ?     00:00:00 vendor.xiaomi.hardware.micharge@1.0-service
system          966      1 0 22:41:41 ?     00:00:00 vendor.xiaomi.hardware.mioob@1.0-service
system          967      1 0 22:41:41 ?     00:00:00 vendor.xiaomi.hardware.misys@1.0-service
system          968      1 0 22:41:41 ?     00:00:00 vendor.xiaomi.hardware.misys@2.0-service
system          969      1 0 22:41:41 ?     00:00:00 vendor.xiaomi.hardware.misys@3.0-service
system          970      1 0 22:41:41 ?     00:00:00 mlipayd@1.1
root            971      1 0 22:41:41 ?     00:00:02 mtd@1.2
root            972      1 0 22:41:41 ?     00:00:00 vendor.xiaomi.hardware.otrpagent@1.0-service
root            973      1 0 22:41:41 ?     00:00:00 vendor.xiaomi.hardware.otrpagent@2.0-service
system          974      1 0 22:41:41 ?     00:00:00 tidad@1.2
system          976      1 0 22:41:41 ?     00:00:00 vendor.xiaomi.hardware.touchfeature@1.0-service
system          977      1 0 22:41:41 ?     00:00:00 vendor.xiaomi.hardware.vibratorfeature@1.0-service
system          978      1 0 22:41:41 ?     00:00:00 vsimd
media           979      1 0 22:41:41 ?     00:00:00 vppservice
vendor_qrtr     983      1 0 22:41:41 ?     00:00:00 qrtr-ns -f
system          985      1 0 22:41:41 ?     00:00:00 sscrpcd
system          986      1 0 22:41:41 ?     00:00:00 pd-mapper
system          987      1 0 22:41:41 ?     00:00:00 pm-service
root            992      2 1 22:41:41 ?     00:00:06 [kworker/u16:17+LPASS_CNTL]
audioserver     995      1 0 22:41:41 ?     00:00:01 audioserver
credstore       996      1 0 22:41:41 ?     00:00:00 credstore /data/misc/credstore
gpu_service     997      1 0 22:41:41 ?     00:00:00 gpuservice
system          999      1 4 22:41:41 ?     00:00:38 surfaceflinger
vendor_rfs     1003      1 0 22:41:41 ?     00:00:00 tftp_server
root           1010      1 0 22:41:41 ?     00:00:00 mdm_helper
root           1021      2 0 22:41:41 ?     00:00:00 [adsp]
root           1025      2 0 22:41:42 ?     00:00:00 [f_mtp]
root           1027      2 0 22:41:42 ?     00:00:00 [irq/284-arm-smm]
root           1028      2 0 22:41:42 ?     00:00:00 [at_usb0]
root           1029      2 0 22:41:42 ?     00:00:00 [at_usb1]
root           1031      2 0 22:41:42 ?     00:00:00 [at_usb2]
root           1032      2 0 22:41:42 ?     00:00:00 [qdss]
root           1033      2 0 22:41:42 ?     00:00:00 [qdss_mdm]
root           1037      2 0 22:41:42 ?     00:00:00 [glink_slpi]
root           1038      2 0 22:41:42 ?     00:00:00 [qrtr_rx]
root           1070      2 0 22:41:42 ?     00:00:00 [irq/527-swr_mas]
root           1071      2 0 22:41:42 ?     00:00:00 [irq/528-swr_mas]
root           1143      1 0 22:41:42 ?     00:00:00 batteryd
root           1180      2 0 22:41:42 ?     00:00:00 [kworker/7:3-mm_percpu_wq]
root           1199      2 0 22:41:42 ?     00:00:00 [cds_recovery_wo]
root           1200      2 0 22:41:42 ?     00:00:00 [wlan_logging_th]
system         1211      1 0 22:41:42 ?     00:00:00 pm-proxy
root           1212      1 0 22:41:42 ?     00:00:00 displayfeature
nobody         1223      1 0 22:41:42 ?     00:00:00 traced_probes
nobody         1225      1 0 22:41:42 ?     00:00:00 traced
root           1236      1 0 22:41:42 ?     00:00:00 dpmd
system         1238      1 0 22:41:42 ?     00:00:00 dpmQmiMgr
system         1239      1 0 22:41:42 ?     00:00:00 feature_enabler_client
system         1253   1236 0 22:41:42 ?     00:00:00 dpmd
radio          1257      1 0 22:41:42 ?     00:00:00 qmipriod
radio          1258      1 0 22:41:42 ?     00:00:00 shsusrd 0x002819000
system         1263      1 0 22:41:42 ?     00:00:04 cnss_diag -q -f -b 128 -t HELIUM
root           1293      2 0 22:41:42 ?     00:00:00 [irq/285-arm-smm]
root           1296      1 0 22:41:42 ?     00:00:01 mi_thermald
root           1302      2 0 22:41:42 ?     00:00:00 [irq/286-arm-smm]
system         1304      1 0 22:41:42 ?     00:00:00 shelld
root           1305      2 0 22:41:42 ?     00:00:00 [mhi_w]
root           1306      1 0 22:41:42 ?     00:00:00 fdpp daemon
root           1309      2 0 22:41:42 ?     00:00:00 [offload_wq]
root           1310      1 0 22:41:42 ?     00:00:00 qadaemon
cameraserver   1311      1 0 22:41:42 ?     00:00:00 cameraserver
drm            1313      1 0 22:41:42 ?     00:00:00 drmserver
root           1314      2 0 22:41:42 ?     00:00:00 [irq/533-mhi]
incidentd      1321      1 0 22:41:42 ?     00:00:00 incidentd
root           1322      1 0 22:41:42 ?     00:00:00 millet_monitor SIG
root           1323      1 0 22:41:42 ?     00:00:00 millet_monitor BINDER
root           1324      1 0 22:41:42 ?     00:00:00 millet_monitor PKG
root           1326      1 0 22:41:42 ?     00:00:02 installd
keystore       1328      1 0 22:41:42 ?     00:00:00 keystore /data/misc/keystore
mediaex        1333      1 0 22:41:42 ?     00:00:00 media.extractor aextractor
media          1335      1 0 22:41:42 ?     00:00:00 media.metrics diametrics
media          1336      1 0 22:41:42 ?     00:00:00 mediaserver
root           1348      1 0 22:41:42 ?     00:00:00 miuibooster
root           1358      1 0 22:41:42 ?     00:00:00 storaged
wifi           1360      1 0 22:41:42 ?     00:00:00 wificond
system         1361      1 0 22:41:42 ?     00:00:00 perfservice
system         1362      1 0 22:41:42 ?     00:00:00 wfdhdcphalservice
mediacodec     1363      1 0 22:41:42 ?     00:00:00 media.codec hw/android.hardware.media.omx@1.0-service
system         1365      1 0 22:41:42 ?     00:00:00 cnd
system         1368      1 0 22:41:42 ?     00:00:00 wifidisplayhalservice
radio          1382      1 0 22:41:42 ?     00:00:00 imsqmidaemon
root           1389      1 0 22:41:42 ?     00:00:00 thermal-engine
radio          1391      1 0 22:41:42 ?     00:00:00 ipacm-diag
radio          1400      1 0 22:41:42 ?     00:00:00 ipacm
radio          1403      1 0 22:41:42 ?     00:00:00 netmgrd
radio          1406      1 0 22:41:42 ?     00:00:00 port-bridge
system         1409      1 0 22:41:42 ?     00:00:00 adsprpcd
media          1410      1 0 22:41:42 ?     00:00:00 adsprpcd audiopd
system         1411      1 0 22:41:42 ?     00:00:00 cdsprpcd
system         1412      1 0 22:41:42 ?     00:00:00 wfdvndservice
mediacodec     1416      1 0 22:41:42 ?     00:00:00 media.swcodec oid.media.swcodec/bin/mediaswcodec
radio          1420      1 0 22:41:42 ?     00:00:00 qcrild
system         1430      1 0 22:41:42 ?     00:00:00 cnss-daemon -n -l
gps            1435      1 0 22:41:42 ?     00:00:00 mlid
gps            1436      1 0 22:41:42 ?     00:00:00 loc_launcher
system         1440      1 0 22:41:42 ?     00:00:00 ATFWD-daemon
system         1446      1 0 22:41:42 ?     00:00:00 gatekeeperd /data/misc/gatekeeper
root           1453      1 0 22:41:42 ?     00:00:00 update_engine --logtostderr --logtofile --foreground
system         1528      1 0 22:41:43 ?     00:00:03 android.hardware.biometrics.fingerprint@2.1-service
gps            1549   1436 0 22:41:43 ?     00:00:00 lowi-server
gps            1550   1436 0 22:41:43 ?     00:00:00 xtra-daemon
root           1552      1 0 22:41:43 ?     00:00:00 vendor.xiaomi.cit.bluetooth@1.0-service
root           1553      1 0 22:41:43 ?     00:00:00 vendor.xiaomi.cit.wifi@1.0-service
system         1554      1 0 22:41:43 ?     00:00:00 vendor.xiaomi.hardware.citsensorservice@1.1-service
radio          1556      1 0 22:41:43 ?     00:00:00 qcrild -c 2
system         1564      1 0 22:41:43 ?     00:00:00 hvdcp_opti
root           1570      2 0 22:41:43 ?     00:00:00 [irq/558-swr_wak]
radio          1588      1 0 22:41:43 ?     00:00:00 imsdatadaemon
radio          1590      1 0 22:41:43 ?     00:00:00 qti
root           1608      2 0 22:41:43 ?     00:00:00 [irq/383-soc:fin]
root           1609      1 0 22:41:43 ?     00:00:01 msm_irqbalance -f /system/vendor/etc/msm_irqbalance.conf
system         1745    783 8 22:41:43 ?     00:01:14 system_server
root           1799      2 0 22:41:44 ?     00:00:00 [qdss_bridge]
root           1806      2 0 22:41:44 ?     00:00:00 [qrtr_rx]
root           1807      2 0 22:41:44 ?     00:00:00 [rmnet_mhi0]
root           1837   1010 0 22:41:45 ?     00:00:00 ks -m -p /dev/mhi_0306_02.01.00_pipe_10 -w /dev/block/bootdevice/by-name/ -t -1 -l -g mdm1
root           2165      2 0 22:41:47 ?     00:00:00 [wda_wq]
root           2207      2 0 22:41:47 ?     00:00:00 [kworker/4:4-events_freezable_power_]
root           2269      2 0 22:41:47 ?     00:00:00 [irq/403-mhi]
radio          2334      1 0 22:41:47 ?     00:00:00 ims_rtp_daemon
root           2443      2 0 22:41:48 ?     00:00:00 [qrtr_rx]
root           2521      2 0 22:41:48 ?     00:00:00 [scheduler_threa]
root           2525      2 0 22:41:48 ?     00:00:00 [cds_ol_rx_threa]
root           2527      2 0 22:41:48 ?     00:00:01 [dp_rx_thread_0]
root           2528      2 0 22:41:48 ?     00:00:00 [dp_rx_thread_1]
root           2529      2 0 22:41:48 ?     00:00:00 [dp_rx_thread_2]
wifi           2568      1 0 22:41:48 ?     00:00:00 wpa_supplicant -O/data/vendor/wifi/wpa/sockets -puse_p2p_group_interface=1 -dd -g@android:vendor_wpa_wlan0
u0_a131        2603    784 0 22:41:48 ?     00:00:00 com.miui.miwallpaper
system         2645    784 2 22:41:49 ?     00:00:19 com.android.systemui
u0_a131        2745    784 1 22:41:49 ?     00:00:06 com.miui.miwallpaper:snowmountainSuperWallpaper
webview_zygote 2775    784 0 22:41:49 ?     00:00:00 webview_zygote
u0_a183        2807    783 0 22:41:49 ?     00:00:00 .qtidataservices
radio          2827    783 0 22:41:49 ?     00:00:00 com.qualcomm.qti.telephonyservice
u0_a203        2845    783 0 22:41:49 ?     00:00:00 org.codeaurora.ims
radio          2854    783 0 22:41:49 ?     00:00:00 com.qualcomm.qcrilmsgtunnel
secure_element 2872    783 0 22:41:49 ?     00:00:00 com.android.se
finddevice     2900    783 0 22:41:49 ?     00:00:01 com.xiaomi.finddevice
u0_a211        2915    783 0 22:41:49 ?     00:00:00 com.qualcomm.qti.devicestatisticsservice
u0_a180        2949    783 0 22:41:49 ?     00:00:00 .qtidataservices
radio          2961    783 0 22:41:49 ?     00:00:03 com.android.phone
u0_a90         2993    783 1 22:41:49 ?     00:00:07 com.miui.home
u0_a222        3023    783 0 22:41:49 ?     00:00:00 com.google.android.ext.services
u0_a268        3065    783 0 22:41:49 ?     00:00:00 com.miui.weather2
u0_a120        3078    783 0 22:41:49 ?     00:00:00 com.android.deskclock
u0_a181        3397    783 0 22:41:51 ?     00:00:00 .qtidataservices
u0_a192        3429    783 0 22:41:51 ?     00:00:00 com.qualcomm.qti.poweroffalarm
system         3513    783 0 22:41:52 ?     00:00:00 com.miui.aod
u0_a87         3538    783 0 22:41:52 ?     00:00:00 android.process.acore
u0_a142        3628    783 0 22:41:52 ?     00:00:00 com.android.carrierdefaultapp
system         3700      1 0 22:41:53 ?     00:00:00 displaycount
root           3701      1 0 22:41:53 ?     00:00:00 batterysecret
system         3702    783 0 22:41:53 ?     00:00:00 com.miui.maintenancemode
system         3703      1 0 22:41:53 ?     00:00:00 charge_logger
system         3707      1 0 22:41:53 ?     00:00:00 mcd
root           3731      2 0 22:41:53 ?     00:00:00 [sugov:0]
root           3732      2 0 22:41:53 ?     00:00:01 [sugov:4]
root           3733      2 0 22:41:53 ?     00:00:00 [sugov:7]
root           3736      2 0 22:41:53 ?     00:00:01 [irq/16-90b6400.]
root           3738      2 0 22:41:53 ?     00:00:00 [irq/17-9091000.]
system         3757      1 0 22:41:53 ?     00:00:00 qspmsvc
system         3758      1 0 22:41:53 ?     00:00:00 ssgtzd
system         3760      1 0 22:41:53 ?     00:00:00 antdtx
u0_a89         3764    783 0 22:41:53 ?     00:00:00 com.miui.miservice
system         3854    784 0 22:41:54 ?     00:00:00 com.xiaomi.misettings
u0_a198        3899    783 0 22:41:54 ?     00:00:00 com.google.android.marvin.talkback
system         3928    783 0 22:41:54 ?     00:00:00 com.miui.securitycenter.bootaware
u0_a208        3957    783 0 22:41:54 ?     00:00:00 com.qualcomm.location
u0_a217        3986    783 0 22:41:54 ?     00:00:00 com.qualcomm.qti.performancemode
root           4037    782 0 22:41:56 ?     00:00:00 iptables-restore --noflush -w -v
root           4038    782 0 22:41:56 ?     00:00:00 ip6tables-restore --noflush -w -v
u0_a186        4059    783 0 22:41:56 ?     00:00:00 com.qualcomm.timeservice
finddevice     4096    783 0 22:41:56 ?     00:00:00 com.xiaomi.finddevice:capture
root           4134      1 0 22:41:57 ?     00:00:00 tcpdump -i any -W 2 -C 2 -s 134 -w /data/vendor/wlan_logs/tcpdump.pcap
system         4192    783 0 22:41:57 ?     00:00:02 com.miui.securitycenter.remote
u0_a272        4211    783 0 22:41:57 ?     00:00:01 com.iflytek.inputmethod.miui
u0_a176        4238    784 0 22:41:57 ?     00:00:00 com.miui.voiceassist
system         4270    783 0 22:41:57 ?     00:00:00 com.miui.contentcatcher
u0_a88         4295    783 0 22:41:57 ?     00:00:01 com.miui.dmregservice
system         4327    783 0 22:41:57 ?     00:00:01 com.miui.daemon
nfc            4363    783 0 22:41:57 ?     00:00:00 com.android.nfc
u0_a73         4392    783 0 22:41:57 ?     00:00:00 system
u0_a216        4418    783 0 22:41:57 ?     00:00:00 com.qualcomm.qti.services.systemhelper:systemhelper_service
system         4440    783 0 22:41:57 ?     00:00:00 org.ifaa.aidl.manager
system         4465    783 0 22:41:57 ?     00:00:00 .slas
radio          4490    783 0 22:41:57 ?     00:00:00 .dataservices
system         4517    783 0 22:41:57 ?     00:00:00 org.dtx.aidl.manager
u0_a154        4544    783 0 22:41:57 ?     00:00:00 com.miui.voicetrigger
u0_a77         4578    783 0 22:41:57 ?     00:00:00 com.xiaomi.mircs
u0_a141        4600    783 0 22:41:57 ?     00:00:00 com.xiaomi.xmsfkeeper
u0_a214        4620    783 0 22:41:57 ?     00:00:00 com.qualcomm.qti.workloadclassifier
system         4629    783 0 22:41:57 ?     00:00:00 com.tencent.soter.soterserver
system         4647    783 0 22:41:57 ?     00:00:00 com.qualcomm.qti.services.secureui:sui_service
system         4684    783 0 22:41:58 ?     00:00:00 com.miui.face
u0_a227        4710    783 1 22:41:58 ?     00:00:05 com.android.providers.media.module
system         4732    783 0 22:41:58 ?     00:00:00 com.miui.securitycore.remote
u0_a135        4753    783 0 22:41:58 ?     00:00:01 com.miui.cloudservice
system         4774    783 0 22:41:58 ?     00:00:00 com.android.keychain
u0_a215        4794    783 0 22:41:58 ?     00:00:00 com.android.smspush
u0_a99         4818    783 0 22:41:58 ?     00:00:00 com.miui.mishare.connectivity
u0_a122        4842    783 0 22:41:58 ?     00:00:00 com.milink.service
system         4866    783 0 22:41:58 ?     00:00:00 com.miui.screenrecorder
u0_a114        4874    784 0 22:41:58 ?     00:00:00 com.miui.personalassistant
u0_a255        4927    783 0 22:41:58 ?     00:00:00 com.mfashiongallery.emag
u0_a153        4954    783 0 22:41:58 ?     00:00:00 com.xiaomi.metoknlp
system         4977    783 0 22:41:58 ?     00:00:00 com.xiaomi.location.fused
u0_a162        5003    783 0 22:41:58 ?     00:00:00 com.android.printspooler
